id,author,year,title,tech,institution,booktile,editor,booktitle,publisher,Pages,address,month,note,journal,volume,pages,type,date,
729,"Hu, Y. & Kibler, D.",1996.,""Generation of Attributes for Learning Algorithms",",,,,,"in Proceeding of the 13th National Conference on Artificial Intelligence,",,,,,,,14,"p806--811,",,,
730,"Hu, Y., and Kibler, D.,",1996.,""Generation of Attributes for Learning Algorithms",",,,,,"Proceedings of the Thirteenth National Conference on Artificial Intelligence (AAAI96),",,,"Portland, OR,",,,,,"p . 806-811,",,,
731,"Kelly, J. D. & Davis, L.",(1991).,A Hybrid Genetic Algorithm for Classification.,,,,,"In Proceedings of The Twelfth International Joint Conference on Artificial Intelligence,",Morgan Kaufmann.,,Sydney:,,,,,645-650.,,,
732,"Kelly, J. D. & Davis, L.",(1991).,A Hybrid Genetic Algorithm for Classification.,,,,,"In Proceedings of The Twelfth International Joint Conference on Artificial Intelligence,",Morgan Kaufmann.,,Sydney:,,,,,645-650.,,,
733,"Kibler, D.",,"(1978) Power, Efficiency, and Correctness of Transformation Systems . Ph.D.",,"University of California, Irvine.",,,,,,,,,,,,Thesis.,,
734,D. Kibler and P. Morris.,1981.,Don't Be Stupid.,,,,,"In Proceedings of IJCAI-81,",,,,,,,,,,,
735,"Kibler, D., & Porter, B.",(1983).,Episodic learning.,,,,,In Proceedings of AAAI-83.,Morgan-Kaufmann.,,"Los Altos, CA:",,,,,191-196.,,,
736,D. Kibler.,1985.,Natural generation of heuristics by transforming the problem representation.,,"Computer Science Department, UC-Irvine,",,,,,,,,,,,,"Technical Report TR-85-20,",,
737,D. Kibler and P. Langley.,1988.,Machine learning as an experimental science.,,,,,"In Proceedings of 1988 European Working Session on Learning,",,,,,,,,"pages 81-92,",,,
738,D. Kibler and P. Langley.,1988.,Machine learning as an experimental science.,,,,,"In Proc. of 1988 Euro. Working Session on Learning,",,,,,,,,"pages 8192,",,,
739,D. Kibler and P. Langley.,1988.,Machine learning as an experimental science.,,,,,"In Proc. of 1988 Euro. Working Session on Learning,",,,,,,,,"pages 8192,",,,
740,"Kibler D. & Langley, P.",1988.,Machine Learning as an Experimental Science.,,,,,"In Proc. of the Third European Working Session on Learning,",,,"Glasgow, UK.",,,,,"81-92,",,,
741,"Kibler D. & Langley, P.",1988.,Machine Learning as an Experimental Science.,,,,,"In Proc. of the Third European Working Session on Learning,",,,"Glasgow, UK.",,,,,"81-92,",,,
742,"Kibler D. & Langley, P.",1988.,Machine Learning as an Experimental Science.,,,,,"In Proceedings of the Third European Working Session on Learning,",,,"Glas-gow, UK.",,,,,"81-92,",,,
743,"Kibler, D. & Langley, P.","(1988),","Machine learning as an experimental science,",,,,,"in "Proceedings of the Third European Working Session on Learning",","Pitman Publishing, London, UK,",,,,,,,pp. 81-92.,,,
744,"Kibler, D. & Langley, P.","(1988),","Machine learning as an experimental science,",,,,,"in "Proceedings of the Third European Working Session on Learning",","Pitman Publishing, London, UK,",,,,,,,pp. 81-92.,,,
745,"Kibler, D. & Langley, P.",(1988).,Machine Learning as an Experimental Science.,,,,,Proceedings of the Third European Working Session on Learning.,Pitman.,,"Glasgow, Scotland:",,,,,,,,
746,"Kibler, D. & Langley, P.",(1988).,Machine Learning as an Experimental Science.,,,,,Proceedings of the Third European Session on Machine Learning.,Pitman.,,"London, UK:",,,,,,,,
747,"Kibler, D. & Langley, P.",(1988).,Machine learning as an experimental science.,,,,,"In Proceedings of the Third European Working Session on Learning,",Pitman.,,"Glasgow, Scotland.",,,,,,,,
748,"Kibler, D. & Langley, P.",(1988).,Machine learning as an experimental science.,,,,,"In Proceedings of the Third European Working Session on Learning,",Pitman.,,"Glasgow, Scotland.",,,,,,,,
749,"Kibler, D. & Langley, P.",(1988).,Machine learning as an experimental science.,,,,,"In Proceedings of the Third European Working Session on Learning,",Pitman.,,"Glasgow, Scotland.",,,,,,,,
750,"Kibler, D. & Langley, P.",(1988).,Machine learning as an experimental science.,,,,,"In Proceedings of the Third European Working Session on Learning,",,,"Edinburgh, UK.",,,,,"(pp. 1-12),",,,
751,"Kibler, D. & Langley P.",(1988).,Machine Learning as an Experimental Science.,,,,,,,,,,,Machine Learning 3 (1).,,,,,
752,"Kibler, D., & Langley, P.",(1988).,Machine Learning as an Experimental Science.,,,,"In D. Sleeman (Ed.),",Proceedings of The Third European Session on L e a r n i n g,Pitman.,,"Glasgo, Scotland:",,,,,(pp. 81-91,,,
753,"Kibler, D., & Langley, P.",(1988).,Machine learning as an experimental science.,,,,,In Proceedings of the Third European Working Session on Learning,Pitman.,,"Glasgow, Scotland:",,,,,(pp. 81-92).,,,
754,"Kibler, D., & Langley, P.",(1988).,Machine learning as an experimental science.,,,,,"In Proceedings of the Third European Working Session on Learning,",,,"Edinburgh, UK.",,,,,"pp. 1-12,",,,
755,"Kibler, D., & Langley, P.",(1988).,Machine learning as an experimental science.,,,,,"In Proceedings of the Third European Working Session on Learning,",,,"Edinburgh, UK.",,,,,"pp. 1-12,",,,
756,"Kibler, D., & Langley, P.",(1988).,Machine learning as an experimental science.,,,,,"In Proceedings of the Third European Working Session on Learning,",,,"Edinburgh, UK.",,,,,"pp. 1-12,",,,
757,"Kibler, D., & Langley, P.",(1988).,Machine learning as an experimental science.,,,,,"In Proceedings of the Third European Working Session on Learning,",,,"Edinburgh, UK.",,,,,"pp. 1-12,",,,
758,"Kibler, D., & Langley, P.",(1988).,Machine learning as an experimental science.,,,,,Proceedings of the Third Eu-ropean Working Session on Learning,Pittman.,,Glasgow:,,,,,(pp. 81-92).,,,
759,"Kibler, D., & Langley, P.",(1988).,Machine learning as an experimental science.,,,,,Proceedings of the Third Euro-pean Working Session on Learning,,,Glas-gow: Pittman.,,"Reprinted in J. W. Shavlik & T. G. Di-etterich (Eds.), Readings in Machine Learning. Mor-gan Kaufmann.",,,(pp. 81-92).,,,
760,"Kibler, D., & Langley, P.",(1988).,Machine learning as an experimental science.,,,,,Proceedings of the Third Euro-pean Working Session on Learning,,,Glas-gow: Pittman.,,Reprinted in J. W. Shavlik & T. G. Di-etterich (Eds.),,,(pp. 81-92).,,,
761,"Kibler, D., & Langley, P.",(1988).,Machine learning as an experimental science.,,,,,Proceedings of the Third European Working Session on Learning,,,Glasgow: Pittman.,,,,,(pp. 81-92).,,,
762,"Kibler, D., & Langley, P.",(1988).,Machine learning as an experimental science.,,,,,Proceedings of the Third European Working Session on Learning,,,Glasgow: Pittman.,,,,,(pp. 81-92).,,,
763,"Kibler, D., & Langley, P.",(1988).,Machine learning as an experimental science.,,,,,Proceedings of the Third European Working Session on Learning,,,Glasgow: Pittman.,,,,,(pp. 81-92).,,,
764,"Kibler, D., & Langley, P.",(1988).,Machine learning as an experimental science.,,,,,Proceedings of the Third European Working Session on Learning,,,Glasgow: Pittman.,,,,,(pp. 81-92).,,,
765,"Kibler, D., & Langley, P.",(1988).,Machine learning as an experimental science.,,,,,Proceedings of the Third European Working Session on Learning,,,Glasgow: Pittman.,,,,,(pp. 81-92).,,,
766,"Kibler, D., & Langley, P.",(1988).,Machine learning as an experimental science.,,,,,Proceedings of the Third European Working Session on Learning,,,Glasgow: Pittman.,,,,,(pp. 81-92).,,,
767,"D. Kibler and P. Langley, P.",1988.,"Machine Learning as an Experimental Science, in:",,,,,"Proceedings of the Third European Working Session on Learning,",,,"Glasgow, UK,",,,,,81-92.,,,
768,Dennis Kibler and Pat Langley.,(1989),Machine Learning As An Experimental Science.,,,,,Pro ceedings Of the Third Working Session On Learning,,,,,,,,,,,
769,Dennis Kibler and Pat Langley.,(1989),Machine Learning As An Experimental Science.,,,,,Proceedings Of the Third Working Session On Learning,,,,,,,,,,,
770,D. Kibler & P. Langley.,,Machine Learning As An Experimental Science.,,,,,Proc. 3rd Working Session On Learning (1989),,,,,,,,,,,
771,D. Kibler & P. Langley.,(1989),Machine Learning As An Experimental Science.,,,,,Proc. 3rd Working Session On Learning,,,,,,,,,,,
772,Dennis Kibler and Pat Langley.,1988.,Machine learning as an experimental science.,,,,,In Proceedings of the Third European Working Session on Learning.,"Pitman Publishing Ltd., London and Morgan Kaufman Publishing,",,"San Mateo, CA.,",,Also appears in Readings in Machine Learning by Shavlik and Dietterich.,,,,,,
773,Dennis Kibler and Pat Langley.,1988.,Machine learning as an experimental science.,,,,,In Proceedings of the Third European Working Session on Learning.,"Pitman Publishing Ltd., London and Morgan Kaufman Publishing,",,"San Mateo, CA.,",,Also appears in Readings in Machine Learning by Shavlik and Dietterich.,,,,,,
774,Pat Langley and Dennis Kibler.,1991.,The experimental study of machine learning.,,,,,,,,,,"Unpublished paper,",,,,,,
775,Pat Langley and Dennis Kibler.,1991.,The experimental study of machine learning.,,,,,,,,,,"Unpublished paper,",,,,,,
776,"Kibler, D. and Aha, D.",(1988).,Comparing Instance-Averaging with Instance-Filtering Learning Algorithms.,,,,,"In Proceedings of the 3rd European Working Session on Learning, EWSL88,",,,,,,,,pp. 63-88.,,,
777,"Kibler, D., & Aha, D. W.",(1988).,Comparing instance-averaging with instance-filtering learning algorithms.,,,,,In Proceedings of the Third European Working Session on Learning,Pitman.,,"Glasgow, Scotland:",,,,,(pp. 63-80).,,,
778,"Kibler, D., & Aha, D. W.",(1988).,Comparing instance-averaging with instance-filtering learning algorithms.,,,,,In Proceedings of the Third European Working Session on Learning,Pitman.,,"Glasgow, Scotland:",,,,,(pp. 63-80).,,,
779,D. Kibler and D. Aha.,1988.,Comparing instance-averaging with instance-filtering learn ing algorithms.,,,,,"In Proceedings of the Third European Working Session on Learning,",,,,,,,,"pages 68-80,",,,
780,D. Kibler and D. Aha.,1989.,Comparing instance-saving with instance-averaging learn ing algorithms.,,,,"In D.P.Benjamin, editor,",Change of Representation and Inductive Bias.,"Kluwer Academic Publisher, Norwell,",,"MA,",,,,,,,,
781,"D. Kibler, D.W. Aha, and M.K. Albert:",1989.,"Instance-based prediction of real-valued attributes,",,,,,,,,,,,"Computational Intelligence,","5,","51-57,",,,
782,"D. Kibler, D.W. Aha, and M.K. Albert:",1989.,"Instance-based prediction of real-valued attributes,",,,,,,,,,,,"Computational Intelligence,","5,","51-57,",,,
783,"Kibler, D., Aha, D.W., and M.K., Albert,",1989.,"Instance-based prediction of real-valued attributes,",,,,,,,,,,,"Computational Intelligence,","5,","pp. 51-57,",,,
784,"Kibler, D. Aha, D. W. & Albert, M.",(1989).,Instance-based prediction of real-valued attributes.,,,,,,,,,,,"Computational Intelligence,","5,",51-57,,,
785,"D. Kibler, D. Aha, and M. K. Albert.",1991.,Instance-based learning algorithms.,,,,,,,,,,,"Machine Learning,","6(1),",,,,
786,"Langley, P., Kibler, D. & Granger, R.",(1986).,Components of Learning in a reactive environment. In T.M.,,,,"Mitchell, J.G. Carbonell & R.S. Michalski (Eds.),",,Kluwer.,,"Boston, MA:",,,Machine Learning: A Guide to Current Research,,(pp 167-172).,,,
787,"Nilsson, N. J.","(1994),",""Teleo-reactive programs for agent control",",,,,,,,,,,,"Journal of Artificial Intelligence Research 1,",,139 - 158.,,,
788,"Nilsson, N. J.","(1994),",""Teleo-reactive programs for agent control",",,,,,,,,,,,"Journal of Artificial Intelligence Research 1,",,139 - 158.,,,
789,"Nilsson, N. J.","(1994),",""Teleo-reactive programs for agent control",",,,,,,,,,,,"Journal of Artificial Intelligence Research 1,",,139 - 158.,,,
790,"Norvig, P.",(1992).,Paradigms of Artificial Intelligence Programming: Case Studies in Common Lisp.,,,,,,"Morgan Kaufmann,",,"San Mateo, CA.",,,,,,,,
791,"Norvig, P.",(1992).,Paradigms of Artificial Intelligence Programming: Case Studies in Common Lisp.,,,,,,"Morgan Kaufmann,",,"San Mateo, CA.",,,,,,,,
792,"Norvig, P.",(1992).,Paradigms of Artificial Intelligence Programming: Case Studies in Common Lisp.,,,,,,"Morgan Kaufmann,",,"San Mateo, CA.",,,,,,,,
793,"Norvig, P.",(1992).,Paradigms of Artificial Intelligence Programming: Case Studies in Common Lisp.,,,,,,"Morgan Kaufmann,",,"San Mateo, CA.",,,,,,,,
794,"Ortega, J., and Fisher, D.",1995.,Flexibly exploiting prior knwledge in empirical learning.,,,,,IJCAI-95.,,,,,,,,,,,
795,"Pazzani, M. J., Kibler, D.",(1990).,The utility of knowledge in inductive learning.,,"Irvine, CA: University of California, Irvine, Department of Information and Computer Science.",,,,,,,,,,,,(Technical Report no. 90-18).,,
796,"Pazzani, M., & Kibler, D.",(1990).,The utility of knowledge in inductive learning,,"University of California,",,,,,,"Irvine,",,,,,,(Technical Report 90-18).,,
797,"Pazzani, M., & Kibler, D.",(1990).,The utility of knowledge in inductive learning,,"University of California, Department of Information & Computer Science.",,,,,,"Irvine,CA:",,,,,,(Technical Report No. 9018).,,
798,Michael Pazzani and Dennis Kibler.,1992,The utility of knowledge in inductive learning.,,,,,,,,,,,"Machine Learning,",(9),":57-94,",,,
799,"M. Pazzani & D. Kibler,","1992,","The Utility of Knowledge in Inductive Learning,",,,,,,,,,,,"Machine Learning ,","9,",57-94.,,,
800,Pazzani M. and Kibler D.,(1991).,The utility of knowledge in inductive learning.,,,,,,,,,,,"Machine Learning,","9, 1,",57-94.,,,
801,Pazzani M. and Kibler D.,(1991).,The utility of knowledge in inductive learning.,,,,,,,,,,,"Machine Learning,","9, 1,",57-94.,,,
802,"Pazzani, M. & Kibler, D.",(1992).,The utility of knowledge in inductive learning.,,,,,,Kluwer Academic Publishers.,,"Boston, MA:",,,Machine Learning,v. 9,1.,,,
803,"Pazzani, M. J., & Kibler, D.",(1992).,The utility of knowledge in inductive learning.,,,,,,,,,,,"Machine Learning,","9,",57-94.,,,
804,"Pazzani, M. J., & Kibler, D.",(1992).,The utility of knowledge in inductive learning.,,,,,,,,,,,"Machine Learning,","9,",57-94.,,,
805,"Pazzani, M. J., & Kibler, D.",(1992).,The utility of knowledge in inductive learning.,,,,,,,,,,,"Machine Learning,","9,",57-94.,,,
806,"Pazzani, M. J., Kibler, D.",(1992).,The utility of knowledge in inductive learning.,,,,,,Kluwer Academic Publishers.,,"Boston, MA:",,,"Machine Learning,","volume 9,",1.,,,
807,"Pazzani, M., & Kibler, D.",(1992).,The role of prior knowledge in inductive learning.,,,,,,,,,,,Machine Learning.,,,,,
808,"Pazzani, M., & Kibler, D.",(1992).,The utility of background knowledge in inductive learning.,,,,,,,,,,,"Machine Learning,","9,",57-94.,,,
809,"Pazzani, M., & Kibler, D.",(1992).,The utility of background knowledge in inductive learning.,,,,,,,,,,,"Machine Learning,","9,",57-94.,,,
810,"Pazzani, M., & Kibler, D.",(1992).,The utility of background knowledge in inductive learning.,,,,,,,,,,,"Machine Learning,","9,",57-94.,,,
811,"Pazzani, M., & Kibler, D.",(1992).,The utility of background knowledge in inductive learning.,,,,,,,,,,,"Machine Learning,","9,",57-94.,,,
812,"Pazzani, M., & Kibler, D.",(1992).,The utility of knowledge in inductive learning .,,,,,,,,,,,"Machine Learning,","9,",57-94.,,,
813,"Pazzani, M., & Kibler, D.",(1992).,The utility of knowledge in inductive learning.,,,,,,,,,,,"Machine Learning,","9 (1),",57-94.,,,
814,"Pazzani, M., & Kibler, D.",(1992).,The utility of knowledge in inductive learning.,,,,,,,,,,,"Machine Learning,","9 (1),",57-94.,,,
815,"Pazzani, M., & Kibler, D.",(1992).,The utility of knowledge in inductive learning.,,,,,,,,,,,"Machine Learning,",9 (1).,,,,
816,"Pazzani, M., & Kibler, D.",(1992).,The utility of knowledge in inductive learning.,,,,,,,,,,,"Machine Learning,",9 (1).,,,,
817,"Pazzani, M., & Kibler, D.",(1992).,The utility of knowledge in inductive learning.,,,,,,,,,,,"Machine Learning,",9 (1).,,,,
818,"Pazzani, M., & Kibler, D.",(1992).,The utility of knowledge in inductive learning.,,,,,,,,,,,"Machine Learning,",9 (1).,,,,
819,"Pazzani, M., & Kibler, D.",(1992).,The utility of knowledge in inductive learning.,,,,,,,,,,,"Machine Learning,","9,",(57-94).,,,
820,"Pazzani, M., & Kibler, D.",(1992).,The utility of knowledge in inductive learning.,,,,,,,,,,,"Machine Learning,","9,",57-94.,,,
821,"Pazzani, M., & Kibler, D.",(1992).,The utility of knowledge in inductive learning.,,,,,,,,,,,"Machine Learning,","9,",57-94.,,,
822,"Pazzani, M., & Kibler, D.",(1992).,The utility of knowledge in inductive learning.,,,,,,,,,,,"Machine Learning,","9,",57-94.,,,
823,"Pazzani, M., & Kibler, D.",(1992).,The utility of knowledge in inductive learning.,,,,,,,,,,,"Machine Learning,","9,",57-94.,,,
824,"Pazzani, M., & Kibler, D.",(1992).,The utility of knowledge in inductive learning.,,,,,,,,,,,"Machine Learning,","9,",57-94.,,,
825,"Pazzani, M., & Kibler, D.",(1992).,The utility of knowledge in inductive learning.,,,,,,,,,,,"Machine Learning,","9,",57-94.,,,
826,"Pazzani, M., & Kibler, D.",(1992).,The utility of knowledge in inductive learning.,,,,,,,,,,,"Machine Learning,","9,",57-94.,,,
827,"Pazzani, M., & Kibler, D.",(1992).,The utility of knowledge in inductive learning.,,,,,,,,,,,"Machine Learning,","9,",57-94.,,,
828,"Pazzani, M., & Kibler, D.",(1992).,The utility of knowledge in inductive learning.,,,,,,,,,,,"Machine Learning,","9,",57-94.,,,
829,"Pazzani, M., & Kibler, D.",(1992).,The utility of knowledge in inductive learning.,,,,,,,,,,,"Machine Learning,","9,",57-94.,,,
830,"Pazzani, M., & Kibler, D.",(1992).,The utility of knowledge in inductive learning.,,,,,,,,,,,"Machine Learning,","9,",57-94.,,,
831,"Pazzani, M., & Kibler, D.",(1992).,The utility of knowledge in inductive learning.,,,,,,,,,,,"Machine Learning,","9,",57-94.,,,
832,"Pazzani, M., & Kibler, D.",(1992).,The utility of knowledge in inductive learning.,,,,,,,,,,,"Machine Learning,","9,",57-94.,,,
833,"Pazzani, M., & Kibler, D.",(1992).,The utility of knowledge in inductive learning.,,,,,,,,,,,"Machine Learning,","9,",57-94.,,,
834,"Pazzani, M., & Kibler, D.",(1992).,The utility of knowledge in inductive learning.,,,,,,,,,,,"Machine Learning,","9,",57-94.,,,
835,"Pazzani, M., & Kibler, D.",(1992).,The utility of knowledge in inductive learning.,,,,,,,,,,,"Machine Learning,","9,",57-94.,,,
836,"Pazzani, M., & Kibler, D.",(1992).,The utility of prior knowledge in inductive learning.,,,,,,,,,,,"Machine Learning,","9,",57-94.,,,
837,"Pazzani, M., & Kibler, D.",(1992).,The utility of prior knowledge in inductive learning.,,,,,,,,,,,"Machine Learning,","9,",57-94.,,,
838,"Pazzani, Michael and Kibler, Dennis 1992.",,The utility of knowledge in inductive learning.,,,,,,,,,,,Machine Learning 9(1).,,,,,
839,"Pazzani, M. J. and Kibler, D.",,The role of prior knowledge in inductive learning.,,,,,,,,,,,"Ma chine Learning,","vol.9 (1992),",pp. 54-97.,,,
840,M. Pazzani and D. Kibler.,1992.,The utility of knowledge in inductive learning.,,,,,,,,,,,"Machine Learning,",9,":57-94,",,,
841,M. Pazzani and D. Kibler.,1992.,The utility of knowledge in inductive learning.,,,,,,,,,,,"Machine Learning,",9,":57-94,",,,
842,"M. Pazzani and D. Kibler,","1991,",""The utility of knowledge in inductive learning,"",,,,,,,,,,,"Machine Learning,","vol.9,",pp. 57-94.,,,
843,M. Pazzani and D. Kibler.,", 1992.",The utility of knowledge in inductive learning.,,,,,,,,,,,"Machine Learning,",9,57-94,,,
844,Michael Pazzani and Dennis Kibler.,1992.,The utility of knowledge in inductive learning.,,,,,,,,,,,"Machine Learning,",(9),":57-94,",,,
845,"M. Pazzani and D. Kibler,",1992.,""The utility of knowledge in inductive learning,"",,,,,,,,,,,"Machine Learning,","vol.9,","pp. 57-94,",,,
846,"M. Pazzani and D. Kibler,",1992.,""The utility of knowledge in inductive learning,"",,,,,,,,,,,"Machine Learning,","vol.9,","pp. 57-94,",,,
847,Michael Pazzani and Dennis Kibler.,1992.,The utility of knowledge in inductive learning.,,,,,,,,,,,"Machine Learning Journal,",,,,,
848,M. Pazzani and D. Kibler.,1992.,The utility of knowledge in inductive learning.,,,,,,,,,,,"Machine Learning,","9(1),",,,,
849,Pazzani M. and Kibler D.,(1991).,The utility of knowledge in inductive learning.,,,,,,,,,,,"Machine Learning,","9, 1,",57-94.,,,
850,"Porter, B. W., & Kibler, D. F.",(1986).,Experimental goal regression: A method for learning problem-solving heuristics.,,,,,,,,,,,"Machine Learning,","1,",249-286.,,,
851,"Porter, B. W., & Kibler, D. F.",(1986).,Experimental goal regression: A method for learning problem-solving heuristics.,,,,,,,,,,,"Machine Learning,","1,",249-286.,,,
852,"Porter, B. W., & Kibler, D. F.",(1986).,Experimental goal regression: A method for learning problem-solving.,,,,,,,,,,,"Machine Learning,","1 (3),",249-285.,,,
853,"Porter, B. W., & Kibler, D. F.",(1986).,Experimental goal regression: A method for learning problem-solving.,,,,,,,,,,,"Machine Learning,","1 (3),",249-285.,,,
854,"Porter, B. W., & Kibler, D. F.",(1986).,Experimental goal regression: A method for learning problem-solving.,,,,,,,,,,,"Machine Learning,","1 (3),",249-285.,,,
855,D. Ruby and D. Kibler.,1989.,Learning subgoal sequences for planning.,,,,,"In Proceedings of IJCAI-89,",,,,,,,,"pages 609-614,",,,
856,"Ruby, D., & Kibler, D.",(1989).,Learning subgoal sequences for planning.,,,,,Proceedings of the Eleventh International Joint Conference on Artificial Intelligence .,Morgan Kauf-mann.,,"Detroit, MI:",,,,,(pp609-614).,,,
857,"Ruby, D., & Kibler, D.",(1991).,Learning subgoal sequences for planning.,,,,,In Proceedings of AAAI-91.,AAAI Press.,,,,,,,,,,
858,"Ruby, D., & Kibler, D.",(1991).,Learning subgoal sequences for planning.,,,,,In Proceedings of AAAI-91.,AAAI Press.,,,,,,,,,,
859,"Ruby, D., & Kibler, D.",(1991).,Learning subgoal sequences for planning.,,,,,In Proceedings of AAAI-91.,AAAI Press.,,,,,,,,,,
860,"Ruby, D., Kibler, D.",(1991).,SteppingStone: An empirical and analytical evaluation.,,,,,In Proceedings of the Ninth National Conference on Artificial Intelligence.,AAAI Press/The Mit Press.,,"Menlo Park, CA:",,,,,,,,
861,"Ruby, D., Kibler, D.",(1991).,SteppingStone: An empirical and analytical evaluation.,,,,,Proceedings of the Ninth National Conference on Artificial Intelligence.,Morgan Kaufmann.,,"Los Altos, CA:",,,,,,,,
862,"Ruby, D., and Kibler, D.",1992.,Learning episodes for optimization.,,,,,"In Machine Learning : proceedings of the Ninth International Workshop (ML92),",,,,,,,,379-384.,,,
863,David Ruby and Dennis Kibler.,1992.,Learning Episodes for Optimization.,,,,,"In Machine Learning : proceedings of the Ninth International Workshop (ML92),",,,,,,,,"pages 379-384,",,,
864,David Ruby and Dennis Kibler.,1992.,Learning Episodes for Optimization.,,,,,"In Machine Learning : proceedings of the Ninth International Workshop (ML92),",,,,,,,,"pages 379-384,",,,
865,David Ruby and Dennis Kibler.,1992.,Learning episodes for optimization.,,,,,"In Machine Learning : proceedings of the Ninth International Workshop (ML92),",,,,,,,,"pages 379-384,",,,
866,"Rudy, D., Kibler, D.",(1992).,Learning episodes for optimization.,,,,,"Proceedings of the Ninth International Conference on Machine Learning,",Morgan Kaufmann.,,,,,,,,,,
867,"Suzanne Skiblics, Edward J. Klimas, and David A. Thomas.",1996.,Smalltalk with Style.,,,,,,"Prentice-Hall,",,,,,,,,,,
868,"T. A. Standish, D. C. Harriman, D. F. Kibler, and J. M. Neighbors,",1976.,"The Irvine Program Transformation Catalogue,",,"Department of Information and Computer Science, University of California, Irvine,",,,,,,,January,,,,,,,
869,"Townsend-Webber, T. & Kibler, D.",(1994).,Instance-based prediction of continuous values.,,,,,AAAI Workshop on Case-based Reasoning.,,,,,,,,,,,
870,"Townsend-Weber, T., & Kibler, D.",(1994).,Instance-based prediction of continuous values.,,,,,Proceedings of the 1994 AAAI Workshop on Case-Based Reasoning,AAAI.,,"Seattle, WA:",,,,,(pp. 30-35).,,,
871,"Townsend-Weber, T., & Kibler, D.",(1994).,Instance-based prediction of continuous values.,,,,,Proceedings of the 1994 AAAI Workshop on Case-Based Reasoning,AAAI.,,"Seattle, WA:",,,,,(pp. 30-35).,,,
872,"Townsend-Weber, T., & Kibler, D.",(1994).,Instance-based prediction of continuous values.,,,,,Working Notes of the AAAI94 Workshop on Case-Based Reasoning,AAAI Press.,,"Seattle, WA:",,,,,(pp. 30-35).,,,
873,"Townsend-Weber, T., & Kibler, D.",(1994).,Instance-based prediction of continuous values.,,,,,Working Notes of the AAAI94 Workshop on Case-Based Reasoning,AAAI Press.,,"Seattle, WA:",,,,,pp.30-35.,,,
874,"Townsend-Weber, T., & Kibler, D.",(1994).,Instance-based prediction of continuous values.,,,,,Working Notes of the AAAI94 Workshop on Case-Based Reasoning,AAAI Press.,,"Seattle, WA:",,,,,pp. 30-35,,,
875,"Townsend-Weber, T., & Kibler, D.",(1994).,Instance-based prediction of continuous values.,,,,,Working Notes of the AAAI94 Workshop on Case-Based Reasoning,AAAI Press.,,"Seattle, WA:",,,,,pp. 30-35,,,
876,"Townsend-Weber, T., & Kibler, D.",(1994).,Instance-based prediction of continuous values.,,,,,Working Notes of the AAAI94 Workshop on Case-Based Reasoning,AAAI Press.,,"Seattle, WA:",,,,,pp. 30-35,,,
877,"Townsend-Weber, T., & Kibler, D.",(1994).,Instance-based prediction of continuous values.,,,,,Working Notes of the AAAI94 Workshop on Case-Based Reasoning,AAAI Press.,,"Seattle, WA:",,,,,pp. 30-35,,,
878,"Townsend-Weber, T., & Kibler, D.",(1994).,Instance-based prediction of continuous values.,,,,"In D. W. Aha (Ed.),",Case-Based Reasoning: Papers from the 1994 Workshop,AAAI Press.,,"Menlo Park, CA:",,,,,,(Technical Report WS-94-01).,,
879,"Townsend-Weber, T., & Kibler, D.",(1994).,Instance-based prediction of continuous values.,,,,"In D. W. Aha (Ed.),",Case-Based Reasoning: Papers from the 1994 Workshop,AAAI Press.,,"Menlo Park, CA:",,,,,,(Technical Report WS-94-01).,,
880,"Aha, D. and Kibler, D.",1987.,Learning Representative Exemplars of Concepts: An Initial Case Study.,,,,,"In Proceedings of the Fourth International Conference on Machine Learning,",Morgan Kaufmann.,,"U. C. Irvine, CA,",,,,,"pages 24-30,",,,
881,"Aha, D. and Kibler, D.",1987.,Learning Representative Exemplars of Concepts: An Initial Case Study.,,,,,"In Proceedings of the Fourth International Conference on Machine Learning,",Morgan Kaufmann.,,"U. C. Irvine, CA,",,,,,"pages 24-30,",,,
882,"Aha, D. and Kibler, D.",1987.,Learning Representative Exemplars of Concepts: An Initial Case Study.,,,,,"In Proceedings of the Fourth International Conference on Machine Learning,",Morgan Kaufmann.,,"U. C. Irvine, CA,",,,,,"pages 24-30,",,,
883,D. Kibler and D. W. Aha.,1987.,Learning representative exemplars of concepts: An initial case study.,,,,,"In Proceedings of the Fourth International Workshop on Machine Learning,",Morgan Kaufmann.,,"Irvine, CA,",,,,,"pages 24-30,",,,
884,"D. Kibler and D.W. Aha,",,Learning representative examples of concepts: an initial case study.,,,,,"Proceedings of the Fourth International Workshop on Machine Learning,","Morgan Kaufmann,",,"Irvine, CA:",,,,,24-30.,,,
885,Dennis Kibler and David W. Aha.,1987.,"Learning representative exemplars of concepts: an initial case study. In P. Langley, editor,",,,,,"Proc. 4th International Workshop on Machine Learning,","Kaufmann,",,"Ca,",,,,,,,,
886,"D. Kibler and D. W. Aha,",1988,"Comparing Instance Averaging and Instance Filtering Learning Algorithms,",,,,,"Proceedings of 3rd European Working Session on Learning,","Pitman,",,,,,,,,,,
887,"D. Kibler and D. W. Aha,",1988,"Comparing Instance Averaging and Instance Filtering Learning Algorithms,",,,,,"Proceedings of 3rd European Working Session on Learning,","Pitman,",,,,,,,,,,
888,"D. Kibler and D. W. Aha,",1988,"Comparing Instance Averaging and Instance Filtering Learning Algorithms,",,,,,"Proceedings of 3rd European Working Session on Learning,","Pitman,",,,,,,,,,,
